yearBuilt,longitude,latitude,price,bedrooms,bathrooms,area
2010.0,-73.873773,40.768931,"$2,600/mo",3.0,2.0,950.0
1955.0,-73.860492,40.759256,"$2,200/mo",2.0,1.0,2664.0
2018.0,-73.868271,40.758133,"$2,900/mo",3.0,2.0,1200.0
-1.0,-73.86848,40.75734,"$3,000/mo",3.0,2.0,1200.0
-1.0,-73.870932,40.758408,"$2,300/mo",2.0,1.0,
-1.0,-73.86882,40.75919,"$2,300/mo",3.0,1.0,
-1.0,-73.879793,40.758565,"$1,700/mo",1.0,1.0,
-1.0,-73.87249,40.764338,"$2,900/mo",3.0,1.0,
-1.0,-73.880717,40.76841,"$1,995/mo",1.0,1.0,
1930.0,-73.878207,40.758708,"$2,500/mo",3.0,1.0,
1950.0,-73.88206,40.75984,"$4,500/mo",4.0,1.5,1260.0
-1.0,-73.869877,40.757796,"$1,950/mo",2.0,1.0,
-1.0,-73.890158,40.770325,"$1,100/mo",0.0,1.0,
1939.0,-73.891955,40.767925,"$1,800/mo",1.0,1.0,685.0
-1.0,-73.896864,40.759877,"$1,700/mo",1.0,1.0,550.0
-1.0,-73.893071,40.770287,"$2,100/mo",1.0,1.0,750.0
-1.0,-73.897862,40.770123,"$2,100/mo",2.0,1.0,
-1.0,-73.892711,40.771211,"$1,800/mo",1.0,1.0,
-1.0,-73.893428,40.77223,"$2,000/mo",1.0,1.0,
-1.0,-73.898931,40.76829,"$2,300/mo",2.0,1.0,850.0
1925.0,-73.898205,40.770366,"$4,800/mo",3.0,2.0,1024.0
-1.0,-73.894118,40.768648,"$1,999/mo",2.0,1.0,
-1.0,-73.888435,40.760414,"$2,400/mo",0.0,1.0,
1925.0,-73.895327,40.767056,"$2,700/mo",3.0,1.0,1000.0
-1.0,-73.897294,40.768146,"$2,500/mo",2.0,1.0,1200.0
-1.0,-73.893338,40.771738,"$1,699/mo",0.0,1.0,
-1.0,-73.89664,40.75788,"$2,200/mo",2.0,1.0,1000.0
-1.0,-73.895892,40.769944,"$2,000/mo",2.0,1.0,600.0
-1.0,-73.886063,40.763354,"$3,400/mo",2.0,2.0,
2016.0,-73.895905,40.768009,"$2,800/mo",3.0,1.5,1500.0
1920.0,-73.887144,40.763731,"$3,000/mo",3.0,1.0,1400.0
-1.0,-73.890235,40.770317,"$2,150/mo",2.0,1.0,940.0
-1.0,-73.890702,40.762457,"$2,695/mo",3.0,1.0,
-1.0,-73.896943,40.758326,"$1,600/mo",1.0,1.0,
1935.0,-73.893654,40.767681,"$1,850/mo",1.0,1.0,750.0
-1.0,-73.884827,40.756205,"$3,000/mo",3.0,1.0,
-1.0,-73.891569,40.750582,"$2,642/mo",2.0,1.0,
-1.0,-73.885591,40.747952,"$1,600/mo",0.0,1.0,350.0
-1.0,-73.873328,40.75352,"$1,900/mo",1.0,1.0,650.0
-1.0,-73.883122,40.755243,"$1,375/mo",0.0,1.0,
-1.0,-73.884082,40.752108,"$2,100/mo",1.0,1.0,890.0
1958.0,-73.877084,40.754293,"$2,200/mo",2.0,1.0,700.0
-1.0,-73.878263,40.74934,"$1,975/mo",1.0,1.0,800.0
-1.0,-73.884798,40.748817,"$1,975/mo",1.0,1.0,
-1.0,-73.872449,40.752283,"$1,595/mo",0.0,1.0,
-1.0,-73.873053,40.751898,"$1,575/mo",0.0,1.0,
-1.0,-73.883402,40.75358,"$1,950/mo",0.0,1.0,
-1.0,-73.890107,40.748406,"$2,700/mo",2.0,1.0,
-1.0,-73.88131,40.75412,"$1,600/mo",1.0,1.0,
-1.0,-73.883283,40.750918,"$3,000/mo",2.0,1.0,1450.0
-1.0,-73.884805,40.754052,"$2,950/mo",3.0,1.0,976.0
-1.0,-73.886718,40.747341,"$1,650/mo",0.0,1.0,
-1.0,-73.871741,40.753611,"$4,400/mo",0.0,,
-1.0,-73.892263,40.747893,"$2,595/mo",2.0,1.0,
-1.0,-73.878477,40.735378,"$3,000/mo",3.0,2.0,1500.0
-1.0,-73.876334,40.732189,"$1,700/mo",1.0,1.0,
-1.0,-73.883427,40.745917,"$1,600/mo",1.0,1.0,
1939.0,-73.883345,40.742726,"$1,750/mo",1.0,1.0,850.0
1964.0,-73.867082,40.736049,"$2,040/mo",1.0,1.0,2860.0
1964.0,-73.873103,40.737864,"$1,750/mo",1.0,1.0,800.0
-1.0,-73.875726,40.733223,"$1,800/mo",1.0,1.0,
-1.0,-73.881377,40.738232,"$1,850/mo",1.0,1.0,
-1.0,-73.874299,40.737435,"$2,500/mo",3.0,1.5,1200.0
-1.0,-73.880219,40.74323,"$2,000/mo",1.0,1.0,732.0
-1.0,-73.872776,40.746268,"$1,550/mo",1.0,1.0,
-1.0,-73.873512,40.747087,"$1,874/mo",0.0,1.0,
-1.0,-73.885308,40.742523,"$2,545/mo",2.0,1.0,1012.0
-1.0,-73.890582,40.745773,"$2,300/mo",1.0,1.0,664.0
-1.0,-73.880078,40.744373,"$1,795/mo",1.0,1.0,
-1.0,-73.876983,40.741541,"$1,700/mo",1.0,1.0,550.0
-1.0,-73.883354,40.731112,"$2,800/mo",2.0,2.0,950.0
-1.0,-73.878382,40.738805,"$2,175/mo",2.0,1.0,850.0
-1.0,-73.87891,40.747395,"$2,800/mo",3.0,1.0,900.0
-1.0,-73.8832,40.747296,"$2,100/mo",1.0,1.0,630.0
-1.0,-73.883363,40.747449,"$2,700/mo",2.0,2.0,984.0
-1.0,-73.871079,40.742283,"$2,600/mo",3.0,2.0,
-1.0,-73.872643,40.733811,"$2,150/mo",1.0,1.0,
1938.0,-73.879926,40.743758,"$1,661/mo",0.0,1.0,45498.0
1926.0,-73.884142,40.744263,"$2,700/mo",3.0,1.0,1100.0
-1.0,-73.876658,40.732919,"$2,850/mo",3.0,1.0,1000.0
-1.0,-73.882083,40.736967,"$1,600/mo",0.0,1.0,584.0
1960.0,-73.86034,40.73391,"$1,950/mo",1.0,1.0,700.0
-1.0,-73.853992,40.726192,"$1,785/mo",1.0,1.0,750.0
-1.0,-73.859201,40.72524,"$1,783/mo",1.0,1.0,
-1.0,-73.860973,40.734067,"$2,195/mo",2.0,1.0,1000.0
-1.0,-73.862515,40.726882,"$2,000/mo",2.0,1.0,800.0
-1.0,-73.856505,40.728978,"$2,075/mo",1.0,1.0,
-1.0,-73.85493,40.729438,"$1,707/mo",0.0,1.0,500.0
1963.0,-73.85822,40.7238,"$1,550/mo",0.0,1.0,850.0
-1.0,-73.862808,40.726828,"$1,800/mo",1.0,1.0,700.0
-1.0,-73.860146,40.728074,"$1,782/mo",0.0,1.0,587.0
-1.0,-73.857084,40.724892,"$2,900/mo",3.0,2.0,1200.0
-1.0,-73.856871,40.724879,"$1,895/mo",1.0,1.0,800.0
1948.0,-73.85826,40.7323,"$1,850/mo",1.0,1.0,900.0
-1.0,-73.864856,40.721461,"$2,400/mo",2.0,1.0,
-1.0,-73.861623,40.728303,"$2,459/mo",2.0,1.5,
1955.0,-73.85794,40.72672,"$1,696/mo",0.0,1.0,550.0
-1.0,-73.855035,40.725541,"$1,440/mo",1.0,1.0,650.0
2010.0,-73.859509,40.727533,"$2,000/mo",1.0,1.0,675.0
-1.0,-73.858726,40.725043,"$2,675/mo",1.0,1.0,
-1.0,-73.864622,40.72061,"$2,075/mo",1.0,1.0,
1960.0,-73.8585,40.73029,"$1,850/mo",1.0,1.0,750.0
-1.0,-73.856465,40.724216,"$2,995/mo",2.0,2.0,1071.0
1920.0,-73.8672,40.73098,"$1,500/mo",0.0,1.0,
-1.0,-73.859263,40.733644,"$1,600/mo",0.0,1.0,500.0
1951.0,-73.85217,40.72919,"$1,900/mo",1.0,1.0,93118.0
2013.0,-73.859777,40.726416,"$2,400/mo",2.0,2.0,850.0
-1.0,-73.859615,40.72678,"$2,400/mo",2.0,1.0,903.0
-1.0,-73.866136,40.731057,"$1,800/mo",1.0,1.0,
-1.0,-73.854168,40.731349,"$2,100/mo",1.0,1.0,
-1.0,-73.838467,40.715921,"$2,250/mo",2.0,1.0,600.0
-1.0,-73.850638,40.727799,"$1,800/mo",1.0,1.0,
-1.0,-73.837624,40.717464,"$2,295/mo",1.0,1.0,
-1.0,-73.842316,40.72151,"$1,750/mo",0.0,1.0,
-1.0,-73.85378,40.724204,"$1,785/mo",1.0,1.0,725.0
1950.0,-73.848606,40.729274,"$1,650/mo",0.0,1.0,222030.0
-1.0,-73.85046,40.726319,"$1,675/mo",0.0,1.0,
-1.0,-73.852783,40.733251,"$2,600/mo",3.0,1.0,
1931.0,-73.83611,40.7152,"$2,000/mo",1.0,1.0,122833.0
-1.0,-73.850154,40.720905,"$2,350/mo",2.0,1.0,1200.0
-1.0,-73.83862,40.720353,"$1,950/mo",1.0,1.0,700.0
-1.0,-73.851897,40.725012,"$2,850/mo",2.0,2.0,1400.0
2007.0,-73.85153,40.72607,"$1,860/mo",0.0,1.0,524.0
-1.0,-73.834688,40.717894,"$1,800/mo",1.0,1.0,600.0
-1.0,-73.850029,40.727215,"$2,850/mo",3.0,2.0,1400.0
-1.0,-73.848312,40.713549,"$4,500/mo",4.0,3.0,3000.0
-1.0,-73.85629,40.72304,"$1,600/mo",0.0,1.0,500.0
-1.0,-73.850685,40.721096,"$1,925/mo",1.0,1.0,850.0
-1.0,-73.842259,40.709949,"$2,195/mo",1.0,1.0,
1951.0,-73.84924,40.72845,"$1,725/mo",0.0,1.0,600.0
-1.0,-73.852167,40.71417,"$4,900/mo",4.0,3.5,
-1.0,-73.83829,40.718217,"$1,950/mo",1.0,1.0,
1927.0,-73.851513,40.712833,"$4,000/mo",3.0,2.5,1674.0
-1.0,-73.834899,40.71378,"$2,700/mo",2.0,2.0,1200.0
-1.0,-73.851782,40.725399,"$2,800/mo",3.0,2.0,1200.0
-1.0,-73.854029,40.733404,"$2,100/mo",1.0,1.0,750.0
-1.0,-73.852191,40.725796,"$2,150/mo",0.0,1.0,
-1.0,-73.832034,40.714186,"$2,600/mo",2.0,1.0,
-1.0,-73.836269,40.715793,"$1,997/mo",1.0,1.0,950.0
1928.0,-73.839068,40.717834,"$3,295/mo",2.0,1.0,1100.0
-1.0,-73.841034,40.720621,"$2,300/mo",1.0,1.0,
1959.0,-73.852414,40.727157,"$2,895/mo",2.0,2.0,1300.0
-1.0,-73.904007,40.74935,"$1,775/mo",1.0,1.0,500.0
-1.0,-73.898148,40.746428,"$3,150/mo",2.0,2.0,1100.0
-1.0,-73.912114,40.744683,"$1,515/mo",1.0,1.0,
-1.0,-73.897629,40.75664,"$3,000/mo",3.0,1.0,1100.0
-1.0,-73.918152,40.737973,"$2,200/mo",2.0,1.0,550.0
-1.0,-73.921338,40.737958,"$1,660/mo",1.0,1.0,880.0
-1.0,-73.922248,40.736353,"$2,290/mo",3.0,1.0,
-1.0,-73.90031,40.734961,"$1,675/mo",1.0,1.0,550.0
1931.0,-73.92224,40.73963,"$2,375/mo",2.0,1.0,975.0
-1.0,-73.903363,40.753062,"$3,100/mo",3.0,2.0,
-1.0,-73.922347,40.735854,"$3,150/mo",3.0,2.0,
-1.0,-73.895762,40.744957,"$3,000/mo",3.0,2.0,1000.0
-1.0,-73.906635,40.760349,"$2,475/mo",2.0,1.0,
-1.0,-73.919836,40.73891,"$1,550/mo",1.0,0.5,
-1.0,-73.916863,40.740373,"$1,750/mo",1.0,1.0,
-1.0,-73.905746,40.754347,"$2,200/mo",2.0,1.0,900.0
-1.0,-73.895322,40.741965,"$2,000/mo",1.0,1.0,
-1.0,-73.910728,40.744893,"$1,895/mo",1.0,1.0,600.0
-1.0,-73.89737,40.743737,"$2,050/mo",2.0,1.0,800.0
-1.0,-73.919009,40.733655,"$2,350/mo",2.0,1.0,880.0
-1.0,-73.911126,40.745017,"$2,900/mo",3.0,1.0,
-1.0,-73.919787,40.740987,"$1,995/mo",1.0,1.0,
-1.0,-73.896903,40.743178,"$2,700/mo",2.0,1.0,
-1.0,-73.897458,40.737281,"$2,700/mo",3.0,2.0,
-1.0,-73.897669,40.758204,"$2,500/mo",3.0,1.0,
-1.0,-73.902105,40.753253,"$2,500/mo",3.0,1.5,900.0
-1.0,-73.899103,40.741806,"$2,800/mo",3.0,1.5,1300.0
-1.0,-73.896422,40.741285,"$2,600/mo",3.0,1.5,1200.0
-1.0,-73.920207,40.737063,"$1,750/mo",1.0,1.0,
-1.0,-73.914816,40.745014,"$1,800/mo",0.0,1.0,
1941.0,-73.906912,40.756027,"$1,875/mo",1.0,1.0,1000.0
-1.0,-73.919886,40.738583,"$1,950/mo",1.0,1.0,
-1.0,-73.904865,40.745232,"$2,692/mo",2.0,1.0,
1956.0,-73.90884,40.74678,"$2,150/mo",2.0,1.0,145379.0
-1.0,-73.917675,40.740361,"$1,750/mo",1.0,1.0,
-1.0,-73.905143,40.719532,"$2,650/mo",3.0,1.0,1375.0
-1.0,-73.905203,40.713411,"$1,997/mo",2.0,1.0,
-1.0,-73.89323,40.72602,"$2,300/mo",4.0,1.0,
-1.0,-73.906352,40.725114,"$2,199/mo",3.0,1.0,
-1.0,-73.89229,40.72776,"$2,100/mo",2.0,1.0,
1920.0,-73.891112,40.732121,"$2,450/mo",3.0,1.0,
1915.0,-73.909605,40.7226,"$1,650/mo",1.0,1.0,
-1.0,-73.887254,40.725915,"$1,700/mo",2.0,1.0,
-1.0,-73.912752,40.715091,"$1,700/mo",1.0,1.0,
-1.0,-73.90279,40.71687,"$1,900/mo",2.0,1.0,
-1.0,-73.90158,40.71614,"$2,400/mo",2.0,2.0,
-1.0,-73.90563,40.724821,"$1,795/mo",2.0,1.0,600.0
1931.0,-73.910642,40.713489,"$1,850/mo",2.0,1.0,800.0
-1.0,-73.90585,40.720297,"$2,650/mo",3.0,1.0,
-1.0,-73.894413,40.728938,"$1,650/mo",1.0,1.0,500.0
-1.0,-73.89351,40.72755,"$1,600/mo",2.0,1.0,800.0
-1.0,-73.911388,40.715132,"$1,875/mo",2.0,1.0,900.0
1920.0,-73.904797,40.718864,"$3,000/mo",3.0,1.0,1560.0
-1.0,-73.901484,40.729652,"$2,700/mo",3.0,1.0,
-1.0,-73.90613,40.71979,"$2,650/mo",3.0,1.0,
-1.0,-73.90176,40.73172,"$1,500/mo",2.0,1.0,
-1.0,-73.894362,40.730929,"$1,900/mo",1.0,1.0,725.0
1950.0,-73.907138,40.713558,"$2,400/mo",3.0,1.0,2680.0
-1.0,-73.905,40.717059,"$2,650/mo",4.0,2.0,1000.0
1940.0,-73.895241,40.728596,"$1,800/mo",2.0,1.0,3480.0
-1.0,-73.908833,40.723596,"$1,900/mo",3.0,1.0,1375.0
1972.0,-73.907248,40.716851,"$2,700/mo",3.0,2.0,3496.0
-1.0,-73.889249,40.723309,"$2,450/mo",3.0,1.0,1140.0
-1.0,-73.904905,40.7256,"$2,200/mo",2.0,1.0,850.0
-1.0,-73.911762,40.722572,"$3,000/mo",4.0,1.0,2117.0
1926.0,-73.89431,40.722569,"$2,400/mo",2.0,1.0,1300.0
-1.0,-73.91065,40.72237,"$1,800/mo",2.0,,
-1.0,-73.90757,40.72392,"$2,400/mo",3.0,1.0,1140.0
-1.0,-73.8915,40.72975,"$1,400/mo",0.0,1.0,600.0
-1.0,-73.88825,40.7319,"$1,750/mo",2.0,1.0,1841.0
-1.0,-73.90158,40.71614,"$2,500/mo",3.0,1.0,
1920.0,-73.902048,40.725055,"$2,400/mo",2.0,1.0,
-1.0,-73.89967,40.71437,"$1,600/mo",1.0,1.0,
2001.0,-73.880573,40.712976,"$2,200/mo",1.0,1.0,950.0
-1.0,-73.87647,40.70895,"$1,700/mo",2.0,1.0,2680.0
-1.0,-73.87754,40.7122,"$2,300/mo",4.0,1.0,
1955.0,-73.886772,40.72302,"$2,100/mo",1.0,1.0,2260.0
-1.0,-73.87669,40.713,"$1,400/mo",0.0,1.0,450.0
-1.0,-73.880059,40.714636,"$1,700/mo",1.0,1.0,
-1.0,-73.882759,40.714102,"$2,500/mo",3.0,2.0,
-1.0,-73.886614,40.714499,"$1,850/mo",1.0,1.0,
1925.0,-73.87333,40.70977,"$3,000/mo",4.0,1.0,2400.0
-1.0,-73.88435,40.71223,"$2,500/mo",2.0,2.0,960.0
2002.0,-73.887654,40.715974,"$2,200/mo",2.0,1.0,
-1.0,-73.87801,40.70856,"$2,400/mo",2.0,1.0,1000.0
-1.0,-73.87321,40.7269,"$2,600/mo",3.0,1.0,
1970.0,-73.873439,40.729071,"$2,600/mo",3.0,1.5,3454.0
-1.0,-73.89411,40.71074,"$2,300/mo",2.0,1.0,
-1.0,-73.875695,40.71121,"$2,800/mo",2.0,1.0,
2004.0,-73.886693,40.712415,"$2,600/mo",3.0,,1360.0
-1.0,-73.89859,40.71584,"$2,300/mo",3.0,1.0,750.0
1960.0,-73.886114,40.720291,"$2,000/mo",2.0,1.5,2300.0
-1.0,-73.87304,40.71934,"$2,150/mo",1.0,1.0,
-1.0,-73.889103,40.719916,"$3,600/mo",3.0,2.0,3036.0
-1.0,-73.897776,40.711998,"$2,300/mo",3.0,1.0,1100.0
-1.0,-73.884001,40.713154,"$1,400/mo",0.0,1.0,400.0
-1.0,-73.872491,40.7096,"$2,800/mo",4.0,1.0,2400.0
-1.0,-73.88032,40.714961,"$2,400/mo",3.0,1.0,
-1.0,-73.89589,40.71252,"$2,750/mo",3.0,2.0,1350.0
-1.0,-73.87714,40.71827,"$2,200/mo",2.0,1.5,1000.0
1925.0,-73.886365,40.727567,"$3,000/mo",3.0,2.0,2000.0
-1.0,-73.87528,40.71387,"$2,400/mo",2.0,2.0,
-1.0,-73.87528,40.71387,"$2,800/mo",3.0,2.5,
-1.0,-73.879503,40.712275,"$2,350/mo",3.0,2.0,1000.0
-1.0,-73.879213,40.712033,"$2,250/mo",3.0,2.0,
-1.0,-73.87338,40.71046,"$2,000/mo",2.0,1.0,
-1.0,-73.890607,40.719237,"$1,650/mo",1.0,1.0,
-1.0,-73.88394,40.72126,"$1,700/mo",1.0,,
-1.0,-73.87915,40.71699,"$1,400/mo",1.0,1.0,
1930.0,-73.886561,40.723595,"$2,000/mo",2.0,1.0,850.0
-1.0,-73.89712,40.71461,"$2,200/mo",3.0,1.0,
1920.0,-73.908303,40.709545,"$2,150/mo",2.0,1.0,2970.0
-1.0,-73.895349,40.704744,"$2,500/mo",3.0,1.0,1200.0
-1.0,-73.868097,40.703956,"$1,700/mo",1.0,1.0,
1910.0,-73.895053,40.69515,"$2,000/mo",2.0,1.0,
-1.0,-73.905607,40.702171,"$1,895/mo",1.0,1.0,800.0
-1.0,-73.910605,40.708458,"$1,899/mo",1.0,1.0,
-1.0,-73.88024,40.70009,"$1,900/mo",2.0,,
-1.0,-73.90896,40.70856,"$2,200/mo",2.0,1.0,
-1.0,-73.859936,40.708858,"$2,200/mo",1.0,1.0,700.0
-1.0,-73.907965,40.698692,"$2,700/mo",2.0,1.0,1000.0
-1.0,-73.88024,40.70009,"$1,900/mo",2.0,1.0,
-1.0,-73.906376,40.700955,"$1,750/mo",1.0,1.0,
-1.0,-73.860207,40.704048,"$2,600/mo",3.0,1.0,1200.0
-1.0,-73.907446,40.709844,"$1,800/mo",2.0,1.0,
1920.0,-73.914608,40.709188,"$2,800/mo",2.0,1.0,950.0
-1.0,-73.89921,40.710111,"$3,300/mo",4.0,2.0,
-1.0,-73.907365,40.700412,"$2,475/mo",1.0,1.0,
-1.0,-73.904004,40.695814,"$1,700/mo",1.0,1.0,
-1.0,-73.90896,40.70856,"$1,900/mo",2.0,1.0,800.0
-1.0,-73.905562,40.70283,"$3,250/mo",3.0,2.0,
-1.0,-73.899043,40.703495,"$1,650/mo",1.0,1.0,
-1.0,-73.91847,40.70739,"$2,350/mo",2.0,1.0,
1915.0,-73.882761,40.705574,"$1,600/mo",1.0,1.0,1344.0
-1.0,-73.911436,40.703444,"$2,200/mo",2.0,1.0,1200.0
-1.0,-73.90961,40.69872,"$2,395/mo",1.0,1.0,
-1.0,-73.89536,40.70983,"$2,499/mo",3.0,1.0,
-1.0,-73.901171,40.702162,"$2,500/mo",2.0,2.0,
-1.0,-73.903066,40.709206,"$2,800/mo",4.0,1.0,
-1.0,-73.910146,40.70122,"$2,499/mo",3.0,1.0,
-1.0,-73.901682,40.695883,"$1,900/mo",1.0,1.0,
-1.0,-73.892753,40.705931,"$1,750/mo",1.0,1.0,
-1.0,-73.904047,40.70806,"$1,900/mo",1.0,1.0,
1920.0,-73.908303,40.709545,"$2,150/mo",2.0,1.0,2970.0
-1.0,-73.895349,40.704744,"$2,500/mo",3.0,1.0,1200.0
-1.0,-73.868097,40.703956,"$1,700/mo",1.0,1.0,
1910.0,-73.895053,40.69515,"$2,000/mo",2.0,1.0,
-1.0,-73.905607,40.702171,"$1,895/mo",1.0,1.0,800.0
-1.0,-73.910605,40.708458,"$1,899/mo",1.0,1.0,
-1.0,-73.88024,40.70009,"$1,900/mo",2.0,,
-1.0,-73.90896,40.70856,"$2,200/mo",2.0,1.0,
-1.0,-73.859936,40.708858,"$2,200/mo",1.0,1.0,700.0
-1.0,-73.907965,40.698692,"$2,700/mo",2.0,1.0,1000.0
-1.0,-73.88024,40.70009,"$1,900/mo",2.0,1.0,
-1.0,-73.906376,40.700955,"$1,750/mo",1.0,1.0,
-1.0,-73.860207,40.704048,"$2,600/mo",3.0,1.0,1200.0
-1.0,-73.907446,40.709844,"$1,800/mo",2.0,1.0,
1920.0,-73.914608,40.709188,"$2,800/mo",2.0,1.0,950.0
-1.0,-73.89921,40.710111,"$3,300/mo",4.0,2.0,
-1.0,-73.907365,40.700412,"$2,475/mo",1.0,1.0,
-1.0,-73.904004,40.695814,"$1,700/mo",1.0,1.0,
-1.0,-73.90896,40.70856,"$1,900/mo",2.0,1.0,800.0
-1.0,-73.905562,40.70283,"$3,250/mo",3.0,2.0,
-1.0,-73.899043,40.703495,"$1,650/mo",1.0,1.0,
-1.0,-73.91847,40.70739,"$2,350/mo",2.0,1.0,
1915.0,-73.882761,40.705574,"$1,600/mo",1.0,1.0,1344.0
-1.0,-73.911436,40.703444,"$2,200/mo",2.0,1.0,1200.0
-1.0,-73.90961,40.69872,"$2,395/mo",1.0,1.0,
-1.0,-73.89536,40.70983,"$2,499/mo",3.0,1.0,
-1.0,-73.901171,40.702162,"$2,500/mo",2.0,2.0,
-1.0,-73.903066,40.709206,"$2,800/mo",4.0,1.0,
-1.0,-73.910146,40.70122,"$2,499/mo",3.0,1.0,
-1.0,-73.901682,40.695883,"$1,900/mo",1.0,1.0,
-1.0,-73.904047,40.70806,"$1,900/mo",1.0,1.0,
-1.0,-73.892753,40.705931,"$1,750/mo",1.0,1.0,
-1.0,-73.74297,40.70237,"$1,950/mo",2.0,1.0,1360.0
-1.0,-73.732297,40.699799,"$2,500/mo",3.0,1.0,1400.0
-1.0,-73.742703,40.702552,"$1,950/mo",2.0,1.0,
-1.0,-73.73284,40.69939,"$2,500/mo",3.0,1.0,
1945.0,-73.733743,40.690514,"$2,700/mo",4.0,1.0,4000.0
1945.0,-73.736287,40.689505,"$2,900/mo",0.0,,1120.0
-1.0,-73.75022,40.70117,"$3,200/mo",3.0,1.5,1995.0
-1.0,-73.757795,40.705885,"$2,000/mo",2.0,1.0,
1948.0,-73.7592,40.69344,"$2,900/mo",3.0,1.0,1200.0
-1.0,-73.760198,40.685808,"$2,200/mo",2.0,1.0,
-1.0,-73.762418,40.698974,"$1,950/mo",2.0,1.0,
1940.0,-73.750281,40.700621,"$3,200/mo",3.0,1.5,1584.0
1925.0,-73.755231,40.70825,"$1,700/mo",1.0,1.0,1952.0
2017.0,-73.75859,40.68663,"$2,400/mo",3.0,1.0,
-1.0,-73.747899,40.693281,"$2,600/mo",3.0,2.0,
-1.0,-73.753483,40.70112,"$2,400/mo",3.0,1.0,
-1.0,-73.756312,40.704274,"$2,350/mo",3.0,1.0,
-1.0,-73.75105,40.69642,"$1,200/mo",0.0,1.0,1273.0
-1.0,-73.76401,40.699145,"$1,450/mo",2.0,1.0,
1945.0,-73.756059,40.699314,"$2,300/mo",3.0,2.0,
-1.0,-73.75288,40.70047,"$2,650/mo",3.0,1.5,1920.0
-1.0,-73.75212,40.68679,"$1,450/mo",1.0,1.0,
-1.0,-73.75989,40.69714,"$1,800/mo",1.0,1.0,
1930.0,-73.763109,40.691513,"$2,300/mo",4.0,1.0,
1930.0,-73.760468,40.68616,"$2,000/mo",2.0,1.0,1248.0
1945.0,-73.751206,40.700496,"$2,000/mo",2.0,1.0,1804.0
-1.0,-73.764905,40.702509,"$1,750/mo",2.0,,
1945.0,-73.751127,40.699451,"$3,000/mo",4.0,1.5,1200.0
-1.0,-73.762718,40.690328,"$2,250/mo",3.0,1.0,
1920.0,-73.765001,40.703735,"$2,900/mo",3.0,1.5,
-1.0,-73.765797,40.701662,"$2,500/mo",3.0,1.5,
-1.0,-73.752525,40.700679,"$3,000/mo",4.0,1.5,1200.0
-1.0,-73.765382,40.691845,"$2,000/mo",0.0,1.0,1000.0
1927.0,-73.756904,40.706431,$700/mo,1.0,1.0,
1930.0,-73.763993,40.693555,"$2,300/mo",3.0,2.0,1693.0
1991.0,-73.771932,40.705804,"$2,200/mo",2.0,1.0,2430.0
-1.0,-73.762446,40.697434,"$2,500/mo",3.0,1.0,2350.0
2019.0,-73.74787,40.69262,"$2,600/mo",3.0,2.0,
1945.0,-73.753641,40.699202,"$2,500/mo",3.0,1.0,2000.0
1940.0,-73.74892,40.70225,"$2,000/mo",2.0,1.0,
1940.0,-73.74892,40.70225,"$2,000/mo",2.0,1.0,
1931.0,-73.76438,40.70084,"$1,600/mo",1.0,1.0,
-1.0,-73.75014,40.6694,"$2,050/mo",2.0,1.0,1600.0
-1.0,-73.763388,40.672834,"$2,600/mo",3.0,1.0,
1965.0,-73.756391,40.661249,"$2,550/mo",3.0,1.0,
-1.0,-73.757128,40.664395,"$2,400/mo",3.0,1.0,
1985.0,-73.752368,40.656374,"$1,300/mo",0.0,1.0,2208.0
-1.0,-73.75659,40.66046,"$2,400/mo",3.0,1.0,
1940.0,-73.762554,40.669644,"$1,900/mo",2.0,1.0,900.0
-1.0,-73.75541,40.66231,"$2,400/mo",3.0,1.0,
-1.0,-73.75751,40.660595,"$2,700/mo",3.0,1.0,1500.0
-1.0,-73.75541,40.66231,"$2,600/mo",3.0,2.0,
-1.0,-73.751661,40.678941,"$1,645/mo",1.0,1.0,600.0
-1.0,-73.75014,40.6694,"$2,600/mo",3.0,1.0,
1950.0,-73.7506,40.6724,"$2,500/mo",3.0,1.0,900.0
1930.0,-73.741923,40.66904,"$1,600/mo",1.0,1.0,1344.0
1945.0,-73.745684,40.676752,"$1,600/mo",1.0,1.0,
-1.0,-73.75459,40.66201,"$1,600/mo",1.0,1.0,
-1.0,-73.75459,40.66201,"$3,400/mo",4.0,2.0,
-1.0,-73.75459,40.66201,"$3,200/mo",4.0,2.0,
-1.0,-73.764959,40.66153,"$2,450/mo",3.0,1.0,
-1.0,-73.749738,40.686833,"$2,275/mo",2.0,2.0,
-1.0,-73.75742,40.65913,"$2,200/mo",3.0,1.5,
2012.0,-73.751195,40.657008,"$2,550/mo",3.0,2.0,2392.0
-1.0,-73.751295,40.662823,"$2,100/mo",3.0,1.5,
-1.0,-73.75206,40.67553,"$2,600/mo",3.0,2.0,
-1.0,-73.74487,40.67576,"$1,500/mo",1.0,1.0,
-1.0,-73.748345,40.658169,"$3,100/mo",4.0,2.0,
1965.0,-73.752259,40.655368,"$2,400/mo",3.0,1.0,
1925.0,-73.753362,40.677224,"$1,100/mo",1.0,1.0,1509.0
1955.0,-73.749624,40.661123,"$2,675/mo",3.0,2.0,4000.0
-1.0,-73.75329,40.65924,"$2,000/mo",2.0,1.0,
1935.0,-73.764288,40.662945,"$2,500/mo",3.0,1.0,
1950.0,-73.74338,40.677708,"$2,300/mo",3.0,1.0,3200.0
